ASV	BL.20130417.18SV4.022.3.SRF	BL.20130417.18SV4.3.200.SRF	BL.20130507.18SV4.022.3.SRF	BL.20130507.18SV4.3.200.SRF	BL.20130604.18SV4.022.3.SRF	BL.20130604.18SV4.3.200.SRF	BL.20130709.18SV4.022.3.SRF	BL.20130709.18SV4.3.200.SRF	BL.20130801.18SV4.022.3.SRF	BL.20130801.18SV4.3.200.SRF	BL.20130917.18SV4.022.3.SRF	BL.20130917.18SV4.3.200.SRF	BL.20131015.18SV4.022.3.SRF	BL.20131015.18SV4.3.200.SRF	BL.20131105.18SV4.022.3.SRF	BL.20131204.18SV4.022.3.SRF	BL.20140114.18SV4.022.3.SRF	BL.20140114.18SV4.3.200.SRF	BL.20140211.18SV4.022.3.SRF	BL.20140211.18SV4.3.200.SRF	BL.20140310.18SV4.022.3.SRF	BL.20140310.18SV4.3.200.SRF	BL.20140407.18SV4.3.200.SRF	BL.20140505.18SV4.3.200.SRF	BL.20140602.18SV4.3.200.SRF	BL.20140621.18SV4.3.200.SRF	BL.20140707.18SV4.3.200.SRF	BL.20140804.18SV4.3.200.SRF	BL.20140916.18SV4.3.200.SRF	BL.20141007.18SV4.022.3.SRF	BL.20141007.18SV4.3.200.SRF	BL.20141111.18SV4.022.3.SRF	BL.20141111.18SV4.3.200.SRF	BL.20141216.18SV4.022.3.SRF	BL.20141216.18SV4.3.200.SRF	BL.20150113.18SV4.022.3.SRF	BL.20150113.18SV4.3.200.SRF	BL.20150210.18SV4.022.3.SRF	BL.20150210.18SV4.3.200.SRF	BL.20150310.18SV4.022.3.SRF	BL.20150310.18SV4.3.200.SRF	BL.20150415.18SV4.3.200.SRF	BL.20150512.18SV4.022.3.SRF	BL.20150512.18SV4.3.200.SRF	BL.20150609.18SV4.022.3.SRF	BL.20150609.18SV4.3.200.SRF	BL.20150622.18SV4.022.3.SRF	BL.20150622.18SV4.3.200.SRF	BL.20150707.18SV4.022.3.SRF	BL.20150707.18SV4.3.200.SRF	BL.20150804.18SV4.022.3.SRF	BL.20150804.18SV4.3.200.SRF	BL.20150916.18SV4.022.3.SRF	BL.20150916.18SV4.3.200.SRF	BL.20151006.18SV4.022.3.SRF	BL.20151006.18SV4.3.200.SRF	BL.20151110.18SV4.022.3.SRF	BL.20151110.18SV4.3.200.SRF	BL.20151215.18SV4.022.3.SRF	BL.20151215.18SV4.3.200.SRF	BL.20160119.18SV4.022.3.SRF	BL.20160119.18SV4.3.200.SRF	BL.20160210.18SV4.022.3.SRF	BL.20160210.18SV4.3.200.SRF	BL.20160308.18SV4.022.3.SRF	BL.20160308.18SV4.3.200.SRF	BL.20160405.18SV4.022.3.SRF	BL.20160405.18SV4.3.200.SRF	BL.20160504.18SV4.022.3.SRF	BL.20160504.18SV4.3.200.SRF	BL.20160607.18SV4.022.3.SRF	BL.20160607.18SV4.3.200.SRF	EA.20130423.18SV4.022.3.SRF	EA.20130423.18SV4.3.200.SRF	EA.20130604.18SV4.022.3.SRF	EA.20130604.18SV4.3.200.SRF	EA.20130625.18SV4.022.3.SRF	EA.20130625.18SV4.3.200.SRF	EA.20130827.18SV4.022.3.SRF	EA.20131127.18SV4.022.3.SRF	EA.20131127.18SV4.3.200.SRF	EA.20131230.18SV4.022.3.SRF	EA.20131230.18SV4.3.200.SRF	EA.20140211.18SV4.022.3.SRF	EA.20140211.18SV4.3.200.SRF	EA.20140326.18SV4.3.200.SRF	EA.20140415.18SV4.022.3.SRF	EA.20140415.18SV4.3.200.SRF	EA.20140514.18SV4.022.3.SRF	EA.20140514.18SV4.3.200.SRF	EA.20140707.18SV4.3.200.SRF	EA.20140729.18SV4.022.3.SRF	EA.20140826.18SV4.022.3.SRF	EA.20140826.18SV4.3.200.SRF	EA.20140930.18SV4.022.3.SRF	EA.20140930.18SV4.3.200.SRF	EA.20141029.18SV4.022.3.SRF	EA.20141029.18SV4.3.200.SRF	EA.20141125.18SV4.022.3.SRF	EA.20141125.18SV4.3.200.SRF	EA.20150115.18SV4.022.3.SRF	EA.20150115.18SV4.3.200.SRF	EA.20150227.18SV4.022.3.SRF	EA.20150227.18SV4.3.200.SRF	EA.20150328.18SV4.022.3.SRF	EA.20150328.18SV4.3.200.SRF	EA.20150425.18SV4.022.3.SRF	EA.20150425.18SV4.3.200.SRF	EA.20150516.18SV4.022.3.SRF	EA.20150516.18SV4.3.200.SRF	EA.20150627.18SV4.022.3.SRF	EA.20150627.18SV4.3.200.SRF	EA.20150801.18SV4.022.3.SRF	EA.20150801.18SV4.3.200.SRF	EA.20150829.18SV4.022.3.SRF	EA.20150829.18SV4.3.200.SRF	EA.20151006.18SV4.022.3.SRF	EA.20151006.18SV4.3.200.SRF	EA.20151208.18SV4.022.3.SRF	EA.20151208.18SV4.3.200.SRF	EA.20160225.18SV4.022.3.SRF	EA.20160225.18SV4.3.200.SRF	EA.20160322.18SV4.022.3.SRF	EA.20160322.18SV4.3.200.SRF	EA.20160502.18SV4.022.3.SRF	EA.20160502.18SV4.3.200.SRF	EA.20160611.18SV4.022.3.SRF	EA.20160611.18SV4.3.200.SRF	EA.20160822.18SV4.022.3.SRF	EA.20160822.18SV4.3.200.SRF
OTU_38	0	0	0	0	128	0	0	0	0	0	160	0	0	0	128	320	633	1977	229	1873	80	0	405	0	0	0	0	0	0	247	1367	753	4395	0	6950	375	7292	75	0	0	0	0	0	0	0	0	0	0	0	0	48	896	349	103	151	2831	521	4635	589	1663	306	212	0	0	0	0	0	0	0	0	0	0	67	16836	215	1768	45	3192	0	112	12747	52	3113	144	0	0	379	4125	0	0	0	36	0	0	0	0	72	0	218	131	0	0	358	449	0	0	0	0	1743	17	43	151	0	0	0	0	0	0	591	436	0	0	553	885	0	0	150	0	0	0
OTU_44	0	0	0	0	0	0	0	0	0	0	0	0	8	0	308	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	425	0	21	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	126	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24775	4005	1466	41	21769	7675	236	3244	428	654	354	6356	406	0	8309	643	0	95	122	0	105	0	19	6	89	34	78	0	369	131	470	96	2064	41	185	0	0	0	64	77	29	16	6	0	429	223	411	154	485	216	0	0	0	0	0	0	0	0
OTU_46	0	0	0	0	0	0	543	0	204	0	147	39	0	0	88	52	0	0	0	0	0	0	0	0	189	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	250	0	502	221	0	0	0	0	41	0	0	0	0	0	0	0	1423	91	226	0	0	0	153	0	5244	2665	7701	565	3604	3814	7771	11083	5539	556	1661	2407	0	0	4229	605	155	259	0	385	117	0	1199	984	502	141	1909	801	356	1869	888	947	337	0	809	0	168	0	146	155	161	377	379	421	647	765	1794	1419	355	266	0	0	254	0	255	93	235	351
OTU_50	77	0	773	0	0	0	0	0	0	0	0	0	0	0	158	1061	3307	2828	8135	7194	1127	705	2933	0	0	0	0	0	0	360	0	3941	3369	4432	3880	1959	3035	3248	671	1352	465	0	0	0	0	0	0	0	0	0	0	84	729	76	1016	800	2517	514	5015	2797	3507	998	960	834	162	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_48	634	83	260	47	0	0	0	0	0	0	0	0	176	0	1944	425	1493	2298	784	932	0	1537	3881	270	49	2033	0	0	205	224	1972	0	796	0	659	0	470	343	3801	0	467	445	605	307	0	0	0	0	0	241	0	511	1748	8737	371	1257	717	2969	449	1543	155	2537	61	393	1113	1624	1463	592	0	0	0	87	0	0	2678	347	4626	3968	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	3777	305	2933	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	28	0	0	150	0	0	0	0	0	0	0	0	31	0	72	0	0	0	34	0	0	0	0	0	0	0	0	61	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17281	1268	3289	93	7225	2676	9843	3857	6826	143	531	109	0	0	12061	1064	320	62	0	14	71	64	65	32	286	0	0	0	0	52	51	0	403	0	174	0	77	0	90	0	174	67	60	0	64	39	0	21	64	48	86	44	169	60	52	108	73	14
OTU_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3164	667	593	42	154	105	0	42311	7293	1279	874	428	0	0	288	96	0	0	0	0	0	0	30	20	105	101	380	0	0	902	415	0	75	0	547	0	252	0	113	55	0	6	20	37	194	133	152	107	69	81	125	91	0	0	4	0	0	17
OTU_61	0	0	151	0	1116	0	1601	0	1140	0	556	0	550	0	725	502	128	0	0	76	0	0	121	201	0	0	0	430	0	0	209	145	259	162	489	0	85	0	0	0	0	0	0	0	0	0	181	0	401	0	123	295	225	55	713	459	229	74	772	476	81	85	0	0	66	0	1975	116	270	0	1427	61	2438	1400	3724	407	2017	5426	5949	1895	4884	59	109	415	0	0	4855	2062	0	0	34	0	127	153	344	352	378	0	56	49	204	0	277	472	236	60	1234	149	132	0	324	589	275	529	86	100	306	187	323	146	0	40	33	45	612	579	86	92	0	103
OTU_60	1667	270	0	0	0	0	0	0	0	0	0	0	0	0	0	837	2796	689	588	388	1368	1590	342	0	0	0	0	0	0	0	169	1028	401	131	335	0	667	594	210	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	1435	388	2688	564	1122	202	311	321	199	168	0	0	0	0	0	0	0	0	155	0	34270	1158	218	29	75	980	217	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	222	0	0	285	234	0	154	19	0	0	0	0	21	0	0	0	0	0	0	27	0	44	0	0	0	0	0	0	0	0	0	0	0	0
OTU_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3584	46417	0	0	0	0	0	0	0	0	0	0	0	0	1213	0	0	0	1545	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2319	0	85	0	805	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_58	1418	0	529	0	838	0	0	0	0	0	70	0	15	0	261	983	2671	1152	1535	1003	504	65	924	0	0	0	0	0	0	582	225	945	600	243	1466	94	731	1730	322	1672	1134	0	174	0	3089	0	0	0	215	0	613	116	1553	54	4245	1408	6814	930	4519	1151	1745	516	1143	218	210	0	0	0	0	0	0	0	19	0	276	10	609	129	92	205	23	0	0	0	0	0	6	0	0	0	0	19	98	0	42	28	26	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	86	156	20	10	0	0	0	0	12	0	0	0	0	0	45	0	26	0
OTU_67	424	0	235	0	1513	0	411	0	112	0	155	0	0	0	138	48	0	0	0	0	0	0	0	0	43	0	0	1231	96	0	56	73	306	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	432	0	370	44	496	0	81	9	148	15	29	0	0	28	25	0	348	0	49	0	461	0	874	0	1927	26	1763	13	239	38	65	10532	189	3120	256	3764	0	0	6572	148	5377	96	0	16	0	0	0	0	28	0	47	0	0	0	142	0	114	0	1055	500	847	0	105	0	26	27	28	15	0	0	0	0	35	0	0	0	51	0	5201	0	0	0
OTU_68	0	0	80	115	157	0	2239	1282	995	0	0	0	0	0	0	0	0	0	0	0	0	0	540	1704	176	0	945	0	0	0	0	0	0	0	0	0	0	0	0	0	139	2392	195	19905	0	0	0	384	93	1552	0	170	0	355	0	0	0	0	0	0	0	0	0	131	382	3715	376	3972	0	750	0	1373	0	0	0	0	0	105	956	42	357	0	0	30	0	0	310	735	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	108	0	345	0	0	0	0	0	504	0	250	0	206	0	1709	0	0	152	0	0	223	0	46	0	142	0	130
OTU_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37217	838	7226	57	558	109	85	311	0	126	0	618	0	0	389	0	0	0	0	46	134	0	0	0	0	0	367	0	0	0	189	0	0	0	0	0	100	0	0	0	214	88	0	0	0	0	0	0	0	0	53	0	71	0	0	0	0	0
OTU_69	537	0	0	0	0	0	0	0	245	0	987	61	1854	99	6182	3164	1599	652	540	209	306	1245	214	0	0	0	103	0	446	577	74	2783	1554	1741	386	195	801	0	109	0	0	0	0	0	0	0	0	0	0	0	6011	691	3153	689	1027	236	5979	1004	1712	284	317	317	203	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_71	0	0	0	0	456	0	0	0	138	0	28	0	0	0	0	435	0	714	0	249	649	410	74	0	0	0	0	0	0	0	62	189	351	1045	5356	40	637	0	0	349	0	0	106	41	0	0	0	0	531	99	0	0	230	0	630	500	455	553	1082	1091	640	520	0	494	0	0	0	0	0	0	0	0	1847	647	366	48	776	945	8259	642	774	96	389	166	90	0	2167	479	708	629	0	1191	139	0	510	261	115	0	307	0	269	0	257	274	242	39	233	0	235	0	251	400	0	0	1167	2117	62	0	903	480	190	47	0	35	0	0	471	74	264	222
OTU_72	0	0	86	39	1357	60	408	534	185	0	217	126	449	179	757	48	0	138	106	0	0	269	1784	1189	859	489	0	0	1099	203	0	0	0	60	250	0	120	0	0	0	0	7456	370	769	491	1109	0	0	203	415	251	321	1894	2461	228	364	263	452	470	379	124	200	75	887	6742	3424	1242	1024	0	0	45	0	0	0	534	81	0	0	0	0	0	42	0	134	1209	747	551	227	67	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	128	0	0	23	0	127	103	0	0	28	10	0	0	0	0	0	0	19	0	0	0	230	265	0	0
OTU_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7633	1182	994	38	1020	797	64	15709	8087	67	100	221	0	0	1713	268	89	42	0	0	180	259	200	137	174	0	281	35	0	0	695	195	504	0	420	0	1032	0	36	0	0	0	106	61	142	104	238	130	959	412	424	161	100	18	1606	153	10	0
OTU_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	19	24	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	19	289	51	2600	5038	7198	410	42	32	76	31	0	0	2006	857	581	486	0	1175	742	441	815	673	1739	209	248	66	0	0	169	0	878	204	63	0	80	0	444	40	6313	5206	606	253	531	496	23	18	1001	292	73	0	1034	929	132	0	1090	551
OTU_75	0	0	0	0	0	0	0	0	0	0	534	4089	3025	1833	87	0	0	266	0	0	0	213	2	0	0	0	2369	0	7015	0	1576	0	30	0	6	0	12	0	3	0	0	0	0	0	0	3697	344	4085	216	8291	185	3144	290	4405	0	81	7	80	0	17	0	7	0	0	0	0	0	0	0	0	66	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
OTU_77	30103	3348	0	0	0	0	0	0	0	0	0	0	0	0	133	22	164	138	74	0	404	465	105	0	0	0	0	0	0	4	220	333	57	0	132	0	46	235	968	0	0	0	0	0	0	0	0	0	0	0	0	132	739	339	0	0	49	25	149	0	72	71	3350	4142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_78	0	0	0	0	517	0	852	0	122	0	108	0	64	0	127	294	403	355	1403	2466	886	1041	238	0	0	1325	0	46	46	0	187	102	355	0	379	85	835	0	0	0	0	0	0	0	587	0	0	0	378	123	39	236	0	0	59	224	886	436	796	817	726	789	0	526	0	0	374	0	135	0	254	0	2244	1389	442	82	917	1918	4497	790	836	114	137	654	0	0	1931	1178	190	214	0	433	102	0	720	513	413	0	149	0	0	0	107	102	58	0	315	0	135	0	181	290	101	192	116	0	1070	653	0	0	186	298	0	102	0	80	393	262	115	207
OTU_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	314	244	114	2431	3850	4756	1540	2867	154	410	189	0	0	364	919	148	747	181	1895	663	207	663	167	512	0	180	0	171	0	186	71	366	0	312	0	956	0	1719	371	3394	1746	687	766	196	937	0	0	305	210	243	1062	3248	436	1916	335	296	557
OTU_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	132	111	49	0	413	174	0	0	0	0	0	0	0	0	144	1685	0	1244	0	611	254	0	0	0	0	0	0	0	0	0	0	0	40	0	99	0	0	36	120	122	349	301	787	0	326	0	0	0	0	0	0	0	0	0	0	5212	4850	95	18	86	113	384	2076	3846	638	1677	2085	0	0	981	604	355	507	0	214	1263	95	483	275	661	50	1061	780	0	0	861	162	114	0	0	0	33	0	167	13	474	445	417	239	317	460	215	153	678	335	228	172	126	84	179	49	417	239
OTU_83	0	0	0	0	0	31	0	0	0	690	0	755	36	0	0	0	0	0	0	0	0	0	0	4979	0	0	0	0	7268	0	0	0	0	0	784	0	0	0	0	0	0	0	0	0	0	4182	0	415	0	3516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8610	0	0	0	0	1203	4557	0	1296	0	0	0	0	0	0	0	0	0	3342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	4341	755	4517	0	675	0	2424	14625	327	4930	191	274	0	132	1343	0	0	0	0	0	0	0	0	0	0	0	116	0	650	163	1644	0	0	0	153	266	0	0	0	0	0	0	0	0	0	0	1123	404	252	358	900	0	0	0	188	0	0
OTU_81	0	0	0	117	0	39	0	685	25	43	0	0	0	153	225	0	0	583	0	292	0	716	991	1457	189	0	492	0	4139	0	1094	0	445	0	0	0	0	0	1185	0	124	627	272	4659	209	3190	0	302	0	599	0	834	0	5858	0	183	0	733	0	442	0	1981	0	143	0	231	106	3919	0	175	0	3376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	30	277	25	71	45	133	559	142	352	117	1153	2464	151	547	77	0	41	513	337	0	1553	237	31	386	13282	249	1872	5917	3124	451	0	179	509	0	1300	138	235	79	89	0	296	99	492	181	52	117	107	57	0	71	0	93	62	682	189	98	314
OTU_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	145	65	664	996	0	91	0	0	0	0	0	0	0	0	0	0	0	67	0	0	94	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3698	688	7584	197	3158	796	1437	3040	732	167	362	831	0	0	3573	225	309	59	0	143	551	0	291	286	533	0	899	580	97	222	943	96	694	0	493	0	222	0	106	59	36	32	73	67	541	517	702	187	321	224	100	36	79	40	748	47	96	140
OTU_88	0	0	0	0	0	0	0	0	2568	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34213	1011	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_87	2614	0	14539	0	131	0	0	0	0	0	24	0	4	0	0	167	1078	205	1964	1130	68	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	70	1955	166	1214	462	0	0	0	0	0	0	0	0	0	0	0	0	36	111	23	236	0	103	79	1828	447	8459	573	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	173	7049	0	394	0	0	3602	265	9604	0	188	0	321	6160	0	0	0	0	0	0	0	0	373	0	164	136	0	0	241	3339	43	798	0	0	0	0	0	0	0	0	0	0	0	454	0	0	613	401	1105	424	0	0	60	0	0	0
OTU_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	95	796	351	474	1451	4491	43	47	48	14	0	0	345	1081	856	0	131	247	814	360	198	262	304	453	396	123	0	0	1008	224	1672	282	118	270	947	246	0	82	141	244	736	132	217	93	820	87	11998	670	1127	32	214	79	223	79	157	71	299
OTU_89	0	0	0	257	0	834	0	0	0	1429	0	290	0	191	296	0	0	448	315	0	286	610	0	957	0	0	0	0	2646	0	711	0	457	0	403	0	135	0	0	0	928	1718	0	0	0	2854	0	0	386	7628	0	718	0	5433	0	316	0	1423	0	318	0	212	0	378	0	0	0	0	0	2482	0	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_92	2384	0	165	0	91	0	581	0	267	0	407	0	151	0	110	29	0	19	183	87	0	0	61	194	139	0	0	1056	98	0	109	0	48	0	75	0	95	139	0	5470	10619	0	0	0	0	0	0	0	130	212	524	333	113	0	38	61	125	48	110	35	118	119	501	419	376	67	0	0	233	20	984	22	404	78	186	0	184	172	157	2399	2414	74	1046	59	0	0	198	99	154	46	0	0	0	0	34	0	0	0	118	0	0	0	222	0	0	0	20	0	112	0	155	0	120	191	0	0	61	78	87	105	26	55	0	0	49	17	33	0	38	13
OTU_93	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	31	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	1416	372	1649	190	1622	1100	4375	467	343	277	537	282	239	0	1645	261	1090	375	98	197	448	0	2282	824	949	250	446	34	0	0	524	193	177	0	1544	28	224	0	822	376	321	171	361	280	547	171	701	107	1306	284	68	72	1487	407	1565	229	805	110
OTU_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	2142	0	249	49	4979	335	195	2988	17	3044	0	0	0	0	2026	0	2001	0	2592	0	0	485	348	532	602	134	449	225	0	0	649	142	483	133	330	420	117	815	688	594	1343	853	1195	267	78	43	73	435	431	236	575	502	400	0	1107	116	697
OTU_95	518	33	0	0	1741	15	494	1044	641	20	521	30	3772	106	2504	0	138	254	0	0	373	532	0	326	83	0	0	0	514	1737	1168	402	403	0	0	0	0	0	0	172	143	0	1154	329	0	0	142	84	1647	441	6408	1595	2365	820	180	0	131	0	0	0	164	0	119	474	333	225	0	54	526	254	754	36	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	33	30	0	268	0	0	38	0	0	0	0	0	0	0	0	21	80	0	598	0	273	349	0	0	89	55	35	0	0	0	0	0	0	0	0	0	0	0	47	0	188	0	388	4763	324	1055	63	508	0	453	4404	653	5227	2233	368	0	1125	2067	37	250	0	56	0	0	330	245	318	0	306	0	39	923	1064	1147	91	0	149	0	186	79	139	37	0	0	50	0	657	244	177	99	977	88	325	383	0	0	276	483	0	44
OTU_97	0	0	1977	41	0	0	0	0	269	0	355	33	254	2	535	356	0	65	10	47	0	0	0	0	0	135	0	1144	0	99	96	0	42	196	45	0	22	15	0	0	0	0	0	0	0	0	34	0	100	237	164	106	0	0	341	247	150	24	87	52	156	91	0	0	0	0	1193	0	58	0	457	111	1045	734	2827	579	188	570	1110	2256	4983	112	188	1465	207	0	2816	551	107	124	0	33	0	0	194	154	173	0	425	97	83	0	237	236	724	0	950	0	202	0	52	59	0	8	32	0	575	440	205	58	271	96	36	263	91	94	55	30	45	32
OTU_100	0	0	0	0	72	0	0	0	0	0	462	0	257	0	0	20	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	139	19	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	802	51	273	172	97	0	0	18	51	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	9425	417	1635	27	1149	436	1252	823	1391	136	257	338	0	0	2347	149	583	553	0	0	984	0	190	80	914	79	844	0	36	0	427	0	808	0	471	0	782	36	177	27	165	119	199	88	298	151	288	11	712	304	607	39	358	174	697	226	928	214
